param number_of_vehicles := 7;

param n := 76;

param capacity := 220;

param entry_type := COORD;

param locations := 
0 0 40.0
0 1 40.0
1 0 22.0
1 1 22.0
2 0 36.0
2 1 26.0
3 0 21.0
3 1 45.0
4 0 45.0
4 1 35.0
5 0 55.0
5 1 20.0
6 0 33.0
6 1 34.0
7 0 50.0
7 1 50.0
8 0 55.0
8 1 45.0
9 0 26.0
9 1 59.0
10 0 40.0
10 1 66.0
11 0 55.0
11 1 65.0
12 0 35.0
12 1 51.0
13 0 62.0
13 1 35.0
14 0 62.0
14 1 57.0
15 0 62.0
15 1 24.0
16 0 21.0
16 1 36.0
17 0 33.0
17 1 44.0
18 0 9.0
18 1 56.0
19 0 62.0
19 1 48.0
20 0 66.0
20 1 14.0
21 0 44.0
21 1 13.0
22 0 26.0
22 1 13.0
23 0 11.0
23 1 28.0
24 0 7.0
24 1 43.0
25 0 17.0
25 1 64.0
26 0 41.0
26 1 46.0
27 0 55.0
27 1 34.0
28 0 35.0
28 1 16.0
29 0 52.0
29 1 26.0
30 0 43.0
30 1 26.0
31 0 31.0
31 1 76.0
32 0 22.0
32 1 53.0
33 0 26.0
33 1 29.0
34 0 50.0
34 1 40.0
35 0 55.0
35 1 50.0
36 0 54.0
36 1 10.0
37 0 60.0
37 1 15.0
38 0 47.0
38 1 66.0
39 0 30.0
39 1 60.0
40 0 30.0
40 1 50.0
41 0 12.0
41 1 17.0
42 0 15.0
42 1 14.0
43 0 16.0
43 1 19.0
44 0 21.0
44 1 48.0
45 0 50.0
45 1 30.0
46 0 51.0
46 1 42.0
47 0 50.0
47 1 15.0
48 0 48.0
48 1 21.0
49 0 12.0
49 1 38.0
50 0 15.0
50 1 56.0
51 0 29.0
51 1 39.0
52 0 54.0
52 1 38.0
53 0 55.0
53 1 57.0
54 0 67.0
54 1 41.0
55 0 10.0
55 1 70.0
56 0 6.0
56 1 25.0
57 0 65.0
57 1 27.0
58 0 40.0
58 1 60.0
59 0 70.0
59 1 64.0
60 0 64.0
60 1 4.0
61 0 36.0
61 1 6.0
62 0 30.0
62 1 20.0
63 0 20.0
63 1 30.0
64 0 15.0
64 1 5.0
65 0 50.0
65 1 70.0
66 0 57.0
66 1 72.0
67 0 45.0
67 1 42.0
68 0 38.0
68 1 33.0
69 0 50.0
69 1 4.0
70 0 66.0
70 1 8.0
71 0 59.0
71 1 5.0
72 0 35.0
72 1 60.0
73 0 27.0
73 1 24.0
74 0 40.0
74 1 20.0
75 0 40.0
75 1 37.0
;

param costs := 
0 0 0.0
0 1 25.45584412271571
0 2 14.560219778561036
0 3 19.6468827043885
0 4 7.0710678118654755
0 5 25.0
0 6 9.219544457292887
